Reference:  189 apertures in outdated pre-delivery
NRCA1_GRISMTS                  Idl2SciX43  1.28156191936887e-08 1.271460611923058e-08        0.000000     0.7882
NRCA1_GRISMTS                  Idl2SciX44  1.31439174906922e-09 7.523054525102492e-10        0.000000    42.7640
NRCA1_GRISMTS                  Idl2SciX50  -1.3629755290204e-10 -1.363051086693899e-10        0.000000     0.0055
NRCA1_GRISMTS                  Idl2SciX51 -9.44343024940484e-12 -9.350352460132325e-12        0.000000     0.9856
NRCA1_GRISMTS                  Idl2SciX52 -2.82876067077178e-10 -2.828723625377828e-10        0.000000     0.0013
NRCA1_GRISMTS                  Idl2SciX53 -1.11036042423033e-11 -1.088329049250941e-11        0.000000     1.9842
NRCA1_GRISMTS                  Idl2SciX54 -1.43660323770384e-10 -1.436520160235957e-10        0.000000     0.0058
NRCA1_GRISMTS                  Idl2SciX55 -2.38871296506111e-12  -2.2732032420288e-12        0.000000     4.8356
NRCA1_GRISMTS                  Idl2SciY00   -0.0238351638599852                   0.0        0.023835   100.0000
NRCA1_GRISMTS                  Idl2SciY10    0.0346560215667772   0.04327296063146784        0.008617    19.9130
NRCA1_GRISMTS                  Idl2SciY11      31.9018253831704     31.89496381241333        0.006862     0.0215
NRCA1_GRISMTS                  Idl2SciY20  -0.00221361870772959 -0.002214780137292364        0.000001     0.0524
NRCA1_GRISMTS                  Idl2SciY21  -0.00177874196213389 -0.001845648836381344        0.000067     3.6251
NRCA1_GRISMTS                  Idl2SciY22   0.00457829360266147  0.004575519588128423        0.000003     0.0606
NRCA1_GRISMTS                  Idl2SciY30  3.28471898795154e-09 7.279637398890712e-08        0.000000    95.4878
NRCA1_GRISMTS                  Idl2SciY31  -1.0166533164075e-05 -1.009733561731287e-05        0.000000     0.6806
NRCA1_GRISMTS                  Idl2SciY32   -1.084637620656e-06 -9.148235817056425e-07        0.000000    15.6563
NRCA1_GRISMTS                  Idl2SciY33 -9.29519193914083e-06 -9.269974605242427e-06        0.000000     0.2713
NRCA1_GRISMTS                  Idl2SciY40  5.05896117529789e-09 5.040400304277816e-09        0.000000     0.3669
NRCA1_GRISMTS                  Idl2SciY41  7.19552766302857e-09 5.000599274555349e-09        0.000000    30.5041
NRCA1_GRISMTS                  Idl2SciY42  2.29269232589007e-08 2.281486131083613e-08        0.000000     0.4888
NRCA1_GRISMTS                  Idl2SciY43  7.16693485722298e-09 5.031477851409272e-09        0.000000    29.7960
NRCA1_GRISMTS                  Idl2SciY44  1.76156238353009e-08 1.757460786158387e-08        0.000000     0.2328
NRCA1_GRISMTS                  Idl2SciY50 -1.05822510597458e-12 -1.174184357003008e-12        0.000000     9.8757
NRCA1_GRISMTS                  Idl2SciY51 -1.44210484092299e-10 -1.442199839677799e-10        0.000000     0.0066
NRCA1_GRISMTS                  Idl2SciY52 -8.59138850041434e-12 -8.804354148843394e-12        0.000000     2.4189
NRCA1_GRISMTS                  Idl2SciY53 -2.80572769164592e-10 -2.805740852331702e-10        0.000000     0.0005
NRCA1_GRISMTS                  Idl2SciY54 -6.88746332410836e-12 -6.977721651759661e-12        0.000000     1.2935
NRCA1_GRISMTS                  Idl2SciY55 -1.34682505838496e-10 -1.346769315424267e-10        0.000000     0.0041

NRCA1_GRISMTS256                  XDetRef                 192.0                 67.38      124.620000    64.9062
NRCA1_GRISMTS256                  YDetRef                 167.0                167.83        0.830000     0.4945
NRCA1_GRISMTS256                  XSciRef                1857.0               1981.62      124.620000     6.2888
NRCA1_GRISMTS256                  YSciRef                 167.0                167.83        0.830000     0.4945
NRCA1_GRISMTS256                XSciScale            0.03134781            0.03135438        0.000007     0.0210
NRCA1_GRISMTS256                YSciScale            0.03163195            0.03163867        0.000007     0.0212
NRCA1_GRISMTS256                    V2Ref             94.732405             90.825526        3.906879     4.1241
NRCA1_GRISMTS256              V3IdlYAngle             -0.332823           -0.28185863        0.050964    15.3128
NRCA1_GRISMTS256              V3SciXAngle            -90.396823          -90.34585835        0.050965     0.0564
NRCA1_GRISMTS256              V3SciYAngle             -0.332823          -90.34585835       90.013035    99.6316
NRCA1_GRISMTS256                XIdlVert1              -58.2476              -62.1591        3.911500     6.2927
NRCA1_GRISMTS256                XIdlVert2                6.0106                2.0989        3.911700    65.0800
NRCA1_GRISMTS256                XIdlVert3                   6.0                2.0955        3.904500    65.0750
NRCA1_GRISMTS256                XIdlVert4              -58.1368              -62.0411        3.904300     6.2931
NRCA1_GRISMTS256                YIdlVert1                -4.998               -4.9655        0.032500     0.6503
NRCA1_GRISMTS256                YIdlVert2                -5.278               -5.3027        0.024700     0.4658
NRCA1_GRISMTS256                YIdlVert3                2.8261                2.8014        0.024700     0.8740
NRCA1_GRISMTS256                YIdlVert4                3.0877                3.1201        0.032400     1.0384
NRCA1_GRISMTS256               Sci2IdlX10    0.0313477949699881   0.03135434161048806        0.000007     0.0209
NRCA1_GRISMTS256               Sci2IdlX20  2.53947067500325e-08 2.893158430023053e-08        0.000000    12.2250
NRCA1_GRISMTS256               Sci2IdlX21 -2.25505689878285e-07 -2.254009392603398e-07        0.000000     0.0465
NRCA1_GRISMTS256               Sci2IdlX22 -2.73220388021608e-08 -2.584280775406274e-08        0.000000     5.4141
NRCA1_GRISMTS256               Sci2IdlX30  9.35652361010023e-12 9.289727356804718e-12        0.000000     0.7139
NRCA1_GRISMTS256               Sci2IdlX31  3.72108939542586e-13 -1.072721911121141e-13        0.000000   128.8282
NRCA1_GRISMTS256               Sci2IdlX32  1.31370852292156e-11 1.307996381283607e-11        0.000000     0.4348
NRCA1_GRISMTS256               Sci2IdlX33  5.40662765864628e-13 3.888622532163693e-13        0.000000    28.0767
NRCA1_GRISMTS256               Sci2IdlX40 -1.76119828939167e-16 -8.828269877643914e-17        0.000000    49.8735
NRCA1_GRISMTS256               Sci2IdlX41 -1.30961625764777e-15 -1.304106511602224e-15        0.000000     0.4207
NRCA1_GRISMTS256               Sci2IdlX42 -2.69165726736678e-16 -1.621617528187698e-16        0.000000    39.7539
NRCA1_GRISMTS256               Sci2IdlX43 -1.32283597506592e-15 -1.320186678342701e-15        0.000000     0.2003
NRCA1_GRISMTS256               Sci2IdlX44 -5.72898975505659e-17 -4.046257261813845e-17        0.000000    29.3722
NRCA1_GRISMTS256               Sci2IdlX50  1.41296999955882e-19 1.412997633090379e-19        0.000000     0.0020
NRCA1_GRISMTS256               Sci2IdlX51  1.02454654869143e-20 1.038647131139162e-20        0.000000     1.3576
NRCA1_GRISMTS256               Sci2IdlX52  2.90410724614679e-19 2.904239178730478e-19        0.000000     0.0045
NRCA1_GRISMTS256               Sci2IdlX53  9.07947178781093e-21 9.343812275019465e-21        0.000000     2.8290
NRCA1_GRISMTS256               Sci2IdlX54  1.45424506864352e-19 1.454340075971356e-19        0.000000     0.0065
NRCA1_GRISMTS256               Sci2IdlX55  1.18144631744789e-22 2.400027358843827e-22        0.000000    50.7736
NRCA1_GRISMTS256               Sci2IdlY10 -3.50156846936744e-05 -4.814047714429964e-05        0.000013    27.2635
NRCA1_GRISMTS256               Sci2IdlY11    0.0316319547616567   0.03163867403593153        0.000007     0.0212
NRCA1_GRISMTS256               Sci2IdlY20  5.90021551652589e-08 5.906677631139747e-08        0.000000     0.1094
NRCA1_GRISMTS256               Sci2IdlY21  5.48001988801369e-08 5.768342449556966e-08        0.000000     4.9984
NRCA1_GRISMTS256               Sci2IdlY22 -1.74589970656677e-07 -1.74540478951372e-07        0.000000     0.0283
NRCA1_GRISMTS256               Sci2IdlY30  2.78461508096632e-13 1.488850753427395e-13        0.000000    46.5330
NRCA1_GRISMTS256               Sci2IdlY31  1.07920882706674e-11 1.074069129463096e-11        0.000000     0.4762
NRCA1_GRISMTS256               Sci2IdlY32  1.43953091112386e-13 -3.154435766220255e-13        0.000000   145.6351
NRCA1_GRISMTS256               Sci2IdlY33  1.46873633872564e-11 1.466394339663499e-11        0.000000     0.1595
NRCA1_GRISMTS256               Sci2IdlY40 -2.44198715418186e-16 -2.420137142123051e-16        0.000000     0.8948
NRCA1_GRISMTS256               Sci2IdlY41  -1.6929244202512e-16 -8.908314347709341e-17        0.000000    47.3791
NRCA1_GRISMTS256               Sci2IdlY42 -1.79817767186041e-15 -1.791700314783938e-15        0.000000     0.3602
NRCA1_GRISMTS256               Sci2IdlY43 -1.83388430215258e-16 -1.081068773216446e-16        0.000000    41.0503
NRCA1_GRISMTS256               Sci2IdlY44 -1.45930194855113e-15 -1.457358655980706e-15        0.000000     0.1332
NRCA1_GRISMTS256               Sci2IdlY50  3.16949001469134e-21 3.043805561386433e-21        0.000000     3.9654
NRCA1_GRISMTS256               Sci2IdlY51  1.58527732882081e-19 1.585185568615666e-19        0.000000     0.0058
NRCA1_GRISMTS256               Sci2IdlY52  1.49614350984259e-20 1.470310983079649e-20        0.000000     1.7266
NRCA1_GRISMTS256               Sci2IdlY53  2.97183915530601e-19 2.971757218048175e-19        0.000000     0.0028
NRCA1_GRISMTS256               Sci2IdlY54  1.07456994842672e-20 1.061634063048266e-20        0.000000     1.2038
NRCA1_GRISMTS256               Sci2IdlY55  1.36996760226237e-19 1.369966009407745e-19        0.000000     0.0001
NRCA1_GRISMTS256               Idl2SciX00    0.0115281718663596                   0.0        0.011528   100.0000
NRCA1_GRISMTS256               Idl2SciX10      31.8990067731395     31.89231275267955        0.006694     0.0210
NRCA1_GRISMTS256               Idl2SciX11  0.000202793832483283 0.0001972594290507168        0.000006     2.7291
NRCA1_GRISMTS256               Idl2SciX20 -0.000821375306434461 -0.0009309366084502264        0.000110    11.7689
NRCA1_GRISMTS256               Idl2SciX21   0.00725499900389984  0.007247578664134597        0.000007     0.1023
NRCA1_GRISMTS256               Idl2SciX22  0.000863046528685738 0.0008179669821533173        0.000045     5.2233
NRCA1_GRISMTS256               Idl2SciX30 -9.94656092548616e-06 -9.850853777199735e-06        0.000000     0.9622
NRCA1_GRISMTS256               Idl2SciX31 -1.45697311155496e-06 -1.117592309605126e-06        0.000000    23.2936
NRCA1_GRISMTS256               Idl2SciX32 -9.92393090880895e-06 -9.855019740538107e-06        0.000000     0.6944
NRCA1_GRISMTS256               Idl2SciX33 -5.71099555339342e-08 6.641522811497498e-08        0.000000   185.9892
NRCA1_GRISMTS256               Idl2SciX40   7.4780093965743e-09 4.840474067037855e-09        0.000000    35.2706
NRCA1_GRISMTS256               Idl2SciX41  2.82574491935609e-08 2.808875275737375e-08        0.000000     0.5970
NRCA1_GRISMTS256               Idl2SciX42  9.94342930082934e-09 6.630128619450718e-09        0.000000    33.3215
NRCA1_GRISMTS256               Idl2SciX43   2.9390513943418e-08 2.927953809928359e-08        0.000000     0.3776
NRCA1_GRISMTS256               Idl2SciX44  1.70742345511884e-09 1.119731028398121e-09        0.000000    34.4198
NRCA1_GRISMTS256               Idl2SciX50 -1.36282705625075e-10 -1.362912200335901e-10        0.000000     0.0062
NRCA1_GRISMTS256               Idl2SciX51 -9.62360598765953e-12 -9.520715008177981e-12        0.000000     1.0692
NRCA1_GRISMTS256               Idl2SciX52 -2.82882582024432e-10 -2.828789676761128e-10        0.000000     0.0013
NRCA1_GRISMTS256               Idl2SciX53 -1.15302707012931e-11 -1.12865878605547e-11        0.000000     2.1134
NRCA1_GRISMTS256               Idl2SciX54 -1.43676101483711e-10 -1.436671406378994e-10        0.000000     0.0062
NRCA1_GRISMTS256               Idl2SciX55 -2.61245824930259e-12 -2.484662805634277e-12        0.000000     4.8918
NRCA1_GRISMTS256               Idl2SciY00   0.00251641501654376                   0.0        0.002516   100.0000
NRCA1_GRISMTS256               Idl2SciY10    0.0356724500264808   0.04895116590101236        0.013279    27.1265
NRCA1_GRISMTS256               Idl2SciY11      31.6128903817528     31.60620349524303        0.006687     0.0212
NRCA1_GRISMTS256               Idl2SciY20  -0.00189233846936722 -0.001895643124873454        0.000003     0.1743
NRCA1_GRISMTS256               Idl2SciY21   -0.0017202345153659 -0.001802030550086675        0.000082     4.5391
NRCA1_GRISMTS256               Idl2SciY22   0.00549889098798704  0.005493648185785275        0.000005     0.0953
NRCA1_GRISMTS256               Idl2SciY30  -1.9297799251199e-07 -5.994846576174224e-08        0.000000    68.9351
NRCA1_GRISMTS256               Idl2SciY31 -1.21820481919886e-05 -1.210613293368631e-05        0.000000     0.6232
NRCA1_GRISMTS256               Idl2SciY32 -1.72023343635079e-06 -1.363192836177666e-06        0.000000    20.7554
NRCA1_GRISMTS256               Idl2SciY33 -1.24455885195708e-05  -1.2414462680162e-05        0.000000     0.2501
NRCA1_GRISMTS256               Idl2SciY40  9.20147893273076e-09 9.186693157150411e-09        0.000000     0.1607
NRCA1_GRISMTS256               Idl2SciY41  7.61383933779278e-09 5.411061037908818e-09        0.000000    28.9312
NRCA1_GRISMTS256               Idl2SciY42   4.7173928307139e-08 4.705974769613628e-08        0.000000     0.2420
NRCA1_GRISMTS256               Idl2SciY43  7.88943645454964e-09 5.744303944771324e-09        0.000000    27.1899
NRCA1_GRISMTS256               Idl2SciY44  3.70273831742659e-08 3.698069896000682e-08        0.000000     0.1261
NRCA1_GRISMTS256               Idl2SciY50 -8.33649897043374e-13 -9.61912767808455e-13        0.000000    13.3341
NRCA1_GRISMTS256               Idl2SciY51 -1.44191732435986e-10 -1.442024992622027e-10        0.000000     0.0075
NRCA1_GRISMTS256               Idl2SciY52 -8.17882570468612e-12 -8.414474010255784e-12        0.000000     2.8005
NRCA1_GRISMTS256               Idl2SciY53 -2.80569584704939e-10 -2.805715061524991e-10        0.000000     0.0007
NRCA1_GRISMTS256               Idl2SciY54 -6.71257540904341e-12 -6.812474199359658e-12        0.000000     1.4664
NRCA1_GRISMTS256               Idl2SciY55 -1.34693096028183e-10 -1.346870807824094e-10        0.000000     0.0045

NRCA1_GRISMTS128                  XDetRef                 192.0                 67.38      124.620000    64.9062
NRCA1_GRISMTS128                  YDetRef                 167.0                167.83        0.830000     0.4945
NRCA1_GRISMTS128                  XSciRef                1857.0               1981.62      124.620000     6.2888
NRCA1_GRISMTS128                  YSciRef                  65.0                 65.83        0.830000     1.2608
NRCA1_GRISMTS128                XSciScale            0.03134781            0.03135438        0.000007     0.0210
NRCA1_GRISMTS128                YSciScale            0.03163195            0.03163867        0.000007     0.0212
NRCA1_GRISMTS128                    V2Ref             94.732405             90.825526        3.906879     4.1241
NRCA1_GRISMTS128              V3IdlYAngle             -0.332823           -0.28185863        0.050964    15.3128
NRCA1_GRISMTS128              V3SciXAngle            -90.396823          -90.34585835        0.050965     0.0564
NRCA1_GRISMTS128              V3SciYAngle             -0.332823          -90.34585835       90.013035    99.6316
NRCA1_GRISMTS128                XIdlVert1              -58.2026              -62.1112        3.908600     6.2929
NRCA1_GRISMTS128                XIdlVert2                6.0068                2.0979        3.908900    65.0746
NRCA1_GRISMTS128                XIdlVert3                6.0013                 2.096        3.905300    65.0742
NRCA1_GRISMTS128                XIdlVert4              -58.1477              -62.0528        3.905100     6.2932
NRCA1_GRISMTS128                YIdlVert1               -1.7734                -1.741        0.032400     1.8270
NRCA1_GRISMTS128                YIdlVert2               -2.0462               -2.0709        0.024700     1.1927
NRCA1_GRISMTS128                YIdlVert3                2.0041                1.9794        0.024700     1.2325
NRCA1_GRISMTS128                YIdlVert4                2.2676                   2.3        0.032400     1.4087
NRCA1_GRISMTS128               Sci2IdlX10    0.0313477949699881   0.03135434161048806        0.000007     0.0209
NRCA1_GRISMTS128               Sci2IdlX20  2.53947067500325e-08 2.893158430023053e-08        0.000000    12.2250
NRCA1_GRISMTS128               Sci2IdlX21 -2.25505689878285e-07 -2.254009392603398e-07        0.000000     0.0465
NRCA1_GRISMTS128               Sci2IdlX22 -2.73220388021608e-08 -2.584280775406274e-08        0.000000     5.4141
NRCA1_GRISMTS128               Sci2IdlX30  9.35652361010023e-12 9.289727356804718e-12        0.000000     0.7139
NRCA1_GRISMTS128               Sci2IdlX31  3.72108939542586e-13 -1.072721911121141e-13        0.000000   128.8282
NRCA1_GRISMTS128               Sci2IdlX32  1.31370852292156e-11 1.307996381283607e-11        0.000000     0.4348
NRCA1_GRISMTS128               Sci2IdlX33  5.40662765864628e-13 3.888622532163693e-13        0.000000    28.0767
NRCA1_GRISMTS128               Sci2IdlX40 -1.76119828939167e-16 -8.828269877643914e-17        0.000000    49.8735
NRCA1_GRISMTS128               Sci2IdlX41 -1.30961625764777e-15 -1.304106511602224e-15        0.000000     0.4207
NRCA1_GRISMTS128               Sci2IdlX42 -2.69165726736678e-16 -1.621617528187698e-16        0.000000    39.7539
NRCA1_GRISMTS128               Sci2IdlX43 -1.32283597506592e-15 -1.320186678342701e-15        0.000000     0.2003
NRCA1_GRISMTS128               Sci2IdlX44 -5.72898975505659e-17 -4.046257261813845e-17        0.000000    29.3722
NRCA1_GRISMTS128               Sci2IdlX50  1.41296999955882e-19 1.412997633090379e-19        0.000000     0.0020
NRCA1_GRISMTS128               Sci2IdlX51  1.02454654869143e-20 1.038647131139162e-20        0.000000     1.3576
NRCA1_GRISMTS128               Sci2IdlX52  2.90410724614679e-19 2.904239178730478e-19        0.000000     0.0045
NRCA1_GRISMTS128               Sci2IdlX53  9.07947178781093e-21 9.343812275019465e-21        0.000000     2.8290
NRCA1_GRISMTS128               Sci2IdlX54  1.45424506864352e-19 1.454340075971356e-19        0.000000     0.0065
NRCA1_GRISMTS128               Sci2IdlX55  1.18144631744789e-22 2.400027358843827e-22        0.000000    50.7736
NRCA1_GRISMTS128               Sci2IdlY10 -3.50156846936744e-05 -4.814047714429964e-05        0.000013    27.2635
NRCA1_GRISMTS128               Sci2IdlY11    0.0316319547616567   0.03163867403593153        0.000007     0.0212
NRCA1_GRISMTS128               Sci2IdlY20  5.90021551652589e-08 5.906677631139747e-08        0.000000     0.1094
NRCA1_GRISMTS128               Sci2IdlY21  5.48001988801369e-08 5.768342449556966e-08        0.000000     4.9984
NRCA1_GRISMTS128               Sci2IdlY22 -1.74589970656677e-07 -1.74540478951372e-07        0.000000     0.0283
NRCA1_GRISMTS128               Sci2IdlY30  2.78461508096632e-13 1.488850753427395e-13        0.000000    46.5330
NRCA1_GRISMTS128               Sci2IdlY31  1.07920882706674e-11 1.074069129463096e-11        0.000000     0.4762
NRCA1_GRISMTS128               Sci2IdlY32  1.43953091112386e-13 -3.154435766220255e-13        0.000000   145.6351
NRCA1_GRISMTS128               Sci2IdlY33  1.46873633872564e-11 1.466394339663499e-11        0.000000     0.1595
NRCA1_GRISMTS128               Sci2IdlY40 -2.44198715418186e-16 -2.420137142123051e-16        0.000000     0.8948
NRCA1_GRISMTS128               Sci2IdlY41  -1.6929244202512e-16 -8.908314347709341e-17        0.000000    47.3791
NRCA1_GRISMTS128               Sci2IdlY42 -1.79817767186041e-15 -1.791700314783938e-15        0.000000     0.3602
NRCA1_GRISMTS128               Sci2IdlY43 -1.83388430215258e-16 -1.081068773216446e-16        0.000000    41.0503
NRCA1_GRISMTS128               Sci2IdlY44 -1.45930194855113e-15 -1.457358655980706e-15        0.000000     0.1332
NRCA1_GRISMTS128               Sci2IdlY50  3.16949001469134e-21 3.043805561386433e-21        0.000000     3.9654
NRCA1_GRISMTS128               Sci2IdlY51  1.58527732882081e-19 1.585185568615666e-19        0.000000     0.0058
NRCA1_GRISMTS128               Sci2IdlY52  1.49614350984259e-20 1.470310983079649e-20        0.000000     1.7266
NRCA1_GRISMTS128               Sci2IdlY53  2.97183915530601e-19 2.971757218048175e-19        0.000000     0.0028
NRCA1_GRISMTS128               Sci2IdlY54  1.07456994842672e-20 1.061634063048266e-20        0.000000     1.2038
NRCA1_GRISMTS128               Sci2IdlY55  1.36996760226237e-19 1.369966009407745e-19        0.000000     0.0001
NRCA1_GRISMTS128               Idl2SciX00    0.0115281718663596                   0.0        0.011528   100.0000
NRCA1_GRISMTS128               Idl2SciX10      31.8990067731395     31.89231275267955        0.006694     0.0210
NRCA1_GRISMTS128               Idl2SciX11  0.000202793832483283 0.0001972594290507168        0.000006     2.7291
NRCA1_GRISMTS128               Idl2SciX20 -0.000821375306434461 -0.0009309366084502264        0.000110    11.7689
NRCA1_GRISMTS128               Idl2SciX21   0.00725499900389984  0.007247578664134597        0.000007     0.1023
NRCA1_GRISMTS128               Idl2SciX22  0.000863046528685738 0.0008179669821533173        0.000045     5.2233
NRCA1_GRISMTS128               Idl2SciX30 -9.94656092548616e-06 -9.850853777199735e-06        0.000000     0.9622
NRCA1_GRISMTS128               Idl2SciX31 -1.45697311155496e-06 -1.117592309605126e-06        0.000000    23.2936
NRCA1_GRISMTS128               Idl2SciX32 -9.92393090880895e-06 -9.855019740538107e-06        0.000000     0.6944
NRCA1_GRISMTS128               Idl2SciX33 -5.71099555339342e-08 6.641522811497498e-08        0.000000   185.9892
NRCA1_GRISMTS128               Idl2SciX40   7.4780093965743e-09 4.840474067037855e-09        0.000000    35.2706
NRCA1_GRISMTS128               Idl2SciX41  2.82574491935609e-08 2.808875275737375e-08        0.000000     0.5970
NRCA1_GRISMTS128               Idl2SciX42  9.94342930082934e-09 6.630128619450718e-09        0.000000    33.3215
NRCA1_GRISMTS128               Idl2SciX43   2.9390513943418e-08 2.927953809928359e-08        0.000000     0.3776
NRCA1_GRISMTS128               Idl2SciX44  1.70742345511884e-09 1.119731028398121e-09        0.000000    34.4198
NRCA1_GRISMTS128               Idl2SciX50 -1.36282705625075e-10 -1.362912200335901e-10        0.000000     0.0062
NRCA1_GRISMTS128               Idl2SciX51 -9.62360598765953e-12 -9.520715008177981e-12        0.000000     1.0692
NRCA1_GRISMTS128               Idl2SciX52 -2.82882582024432e-10 -2.828789676761128e-10        0.000000     0.0013
NRCA1_GRISMTS128               Idl2SciX53 -1.15302707012931e-11 -1.12865878605547e-11        0.000000     2.1134
NRCA1_GRISMTS128               Idl2SciX54 -1.43676101483711e-10 -1.436671406378994e-10        0.000000     0.0062
NRCA1_GRISMTS128               Idl2SciX55 -2.61245824930259e-12 -2.484662805634277e-12        0.000000     4.8918
NRCA1_GRISMTS128               Idl2SciY00   0.00251641501654376                   0.0        0.002516   100.0000
NRCA1_GRISMTS128               Idl2SciY10    0.0356724500264808   0.04895116590101236        0.013279    27.1265
NRCA1_GRISMTS128               Idl2SciY11      31.6128903817528     31.60620349524303        0.006687     0.0212
NRCA1_GRISMTS128               Idl2SciY20  -0.00189233846936722 -0.001895643124873454        0.000003     0.1743
NRCA1_GRISMTS128               Idl2SciY21   -0.0017202345153659 -0.001802030550086675        0.000082     4.5391
NRCA1_GRISMTS128               Idl2SciY22   0.00549889098798704  0.005493648185785275        0.000005     0.0953
NRCA1_GRISMTS128               Idl2SciY30  -1.9297799251199e-07 -5.994846576174224e-08        0.000000    68.9351
NRCA1_GRISMTS128               Idl2SciY31 -1.21820481919886e-05 -1.210613293368631e-05        0.000000     0.6232
NRCA1_GRISMTS128               Idl2SciY32 -1.72023343635079e-06 -1.363192836177666e-06        0.000000    20.7554
NRCA1_GRISMTS128               Idl2SciY33 -1.24455885195708e-05  -1.2414462680162e-05        0.000000     0.2501
NRCA1_GRISMTS128               Idl2SciY40  9.20147893273076e-09 9.186693157150411e-09        0.000000     0.1607
NRCA1_GRISMTS128               Idl2SciY41  7.61383933779278e-09 5.411061037908818e-09        0.000000    28.9312
NRCA1_GRISMTS128               Idl2SciY42   4.7173928307139e-08 4.705974769613628e-08        0.000000     0.2420
NRCA1_GRISMTS128               Idl2SciY43  7.88943645454964e-09 5.744303944771324e-09        0.000000    27.1899
NRCA1_GRISMTS128               Idl2SciY44  3.70273831742659e-08 3.698069896000682e-08        0.000000     0.1261
NRCA1_GRISMTS128               Idl2SciY50 -8.33649897043374e-13 -9.61912767808455e-13        0.000000    13.3341
NRCA1_GRISMTS128               Idl2SciY51 -1.44191732435986e-10 -1.442024992622027e-10        0.000000     0.0075
NRCA1_GRISMTS128               Idl2SciY52 -8.17882570468612e-12 -8.414474010255784e-12        0.000000     2.8005
NRCA1_GRISMTS128               Idl2SciY53 -2.80569584704939e-10 -2.805715061524991e-10        0.000000     0.0007
NRCA1_GRISMTS128               Idl2SciY54 -6.71257540904341e-12 -6.812474199359658e-12        0.000000     1.4664
NRCA1_GRISMTS128               Idl2SciY55 -1.34693096028183e-10 -1.346870807824094e-10        0.000000     0.0045

NRCA1_GRISMTS64                   XDetRef                 192.0                 67.38      124.620000    64.9062
NRCA1_GRISMTS64                   YDetRef                 167.0                167.83        0.830000     0.4945
NRCA1_GRISMTS64                   XSciRef                1857.0               1981.62      124.620000     6.2888
NRCA1_GRISMTS64                   YSciRef                  33.0                 33.83        0.830000     2.4534
NRCA1_GRISMTS64                 XSciScale            0.03134781            0.03135438        0.000007     0.0210
NRCA1_GRISMTS64                 YSciScale            0.03163195            0.03163867        0.000007     0.0212
NRCA1_GRISMTS64                     V2Ref             94.732405             90.825526        3.906879     4.1241
NRCA1_GRISMTS64               V3IdlYAngle             -0.332823           -0.28185863        0.050964    15.3128
NRCA1_GRISMTS64               V3SciXAngle            -90.396823          -90.34585835        0.050965     0.0564
NRCA1_GRISMTS64               V3SciYAngle             -0.332823          -90.34585835       90.013035    99.6316
NRCA1_GRISMTS64                 XIdlVert1              -58.1887              -62.0964        3.907700     6.2930
NRCA1_GRISMTS64                 XIdlVert2                6.0055                2.0975        3.908000    65.0737
NRCA1_GRISMTS64                 XIdlVert3                6.0027                2.0965        3.906200    65.0741
NRCA1_GRISMTS64                 XIdlVert4              -58.1613              -62.0672        3.905900     6.2930
NRCA1_GRISMTS64                 YIdlVert1               -0.7626               -0.7302        0.032400     4.2486
NRCA1_GRISMTS64                 YIdlVert2               -1.0331               -1.0578        0.024700     2.3350
NRCA1_GRISMTS64                 YIdlVert3                 0.992                0.9674        0.024600     2.4798
NRCA1_GRISMTS64                 YIdlVert4                1.2579                1.2903        0.032400     2.5110
NRCA1_GRISMTS64                Sci2IdlX10    0.0313477949699881   0.03135434161048806        0.000007     0.0209
NRCA1_GRISMTS64                Sci2IdlX20  2.53947067500325e-08 2.893158430023053e-08        0.000000    12.2250
NRCA1_GRISMTS64                Sci2IdlX21 -2.25505689878285e-07 -2.254009392603398e-07        0.000000     0.0465
NRCA1_GRISMTS64                Sci2IdlX22 -2.73220388021608e-08 -2.584280775406274e-08        0.000000     5.4141
NRCA1_GRISMTS64                Sci2IdlX30  9.35652361010023e-12 9.289727356804718e-12        0.000000     0.7139
NRCA1_GRISMTS64                Sci2IdlX31  3.72108939542586e-13 -1.072721911121141e-13        0.000000   128.8282
NRCA1_GRISMTS64                Sci2IdlX32  1.31370852292156e-11 1.307996381283607e-11        0.000000     0.4348
NRCA1_GRISMTS64                Sci2IdlX33  5.40662765864628e-13 3.888622532163693e-13        0.000000    28.0767
NRCA1_GRISMTS64                Sci2IdlX40 -1.76119828939167e-16 -8.828269877643914e-17        0.000000    49.8735
NRCA1_GRISMTS64                Sci2IdlX41 -1.30961625764777e-15 -1.304106511602224e-15        0.000000     0.4207
NRCA1_GRISMTS64                Sci2IdlX42 -2.69165726736678e-16 -1.621617528187698e-16        0.000000    39.7539
NRCA1_GRISMTS64                Sci2IdlX43 -1.32283597506592e-15 -1.320186678342701e-15        0.000000     0.2003
NRCA1_GRISMTS64                Sci2IdlX44 -5.72898975505659e-17 -4.046257261813845e-17        0.000000    29.3722
NRCA1_GRISMTS64                Sci2IdlX50  1.41296999955882e-19 1.412997633090379e-19        0.000000     0.0020
NRCA1_GRISMTS64                Sci2IdlX51  1.02454654869143e-20 1.038647131139162e-20        0.000000     1.3576
NRCA1_GRISMTS64                Sci2IdlX52  2.90410724614679e-19 2.904239178730478e-19        0.000000     0.0045
NRCA1_GRISMTS64                Sci2IdlX53  9.07947178781093e-21 9.343812275019465e-21        0.000000     2.8290
NRCA1_GRISMTS64                Sci2IdlX54  1.45424506864352e-19 1.454340075971356e-19        0.000000     0.0065
